/home/samuele.angheben/vr_env/lib64/python3.9/site-packages/networkx/utils/backends.py:135: RuntimeWarning: networkx backend defined more than once: nx-loopback
  backends.update(_get_backends("networkx.backends"))
Loaded dataset with categories: ['Faces', 'Faces_easy', 'Leopards', 'Motorbikes', 'accordion', 'airplanes', 'anchor', 'ant', 'barrel', 'bass', 'beaver', 'binocular', 'bonsai', 'brain', 'brontosaurus', 'buddha', 'butterfly', 'camera', 'cannon', 'car_side', 'ceiling_fan', 'cellphone', 'chair', 'chandelier', 'cougar_body', 'cougar_face', 'crab', 'crayfish', 'crocodile', 'crocodile_head', 'cup', 'dalmatian', 'dollar_bill', 'dolphin', 'dragonfly', 'electric_guitar', 'elephant', 'emu', 'euphonium', 'ewer', 'ferry', 'flamingo', 'flamingo_head', 'garfield', 'gerenuk', 'gramophone', 'grand_piano', 'hawksbill', 'headphone', 'hedgehog', 'helicopter', 'ibis', 'inline_skate', 'joshua_tree', 'kangaroo', 'ketch', 'lamp', 'laptop', 'llama', 'lobster', 'lotus', 'mandolin', 'mayfly', 'menorah', 'metronome', 'minaret', 'nautilus', 'octopus', 'okapi', 'pagoda', 'panda', 'pigeon', 'pizza', 'platypus', 'pyramid', 'revolver', 'rhino', 'rooster', 'saxophone', 'schooner', 'scissors', 'scorpion', 'sea_horse', 'snoopy', 'soccer_ball', 'stapler', 'starfish', 'stegosaurus', 'stop_sign', 'strawberry', 'sunflower', 'tick', 'trilobite', 'umbrella', 'watch', 'water_lilly', 'wheelchair', 'wild_cat', 'windsor_chair', 'wrench', 'yin_yang']
 Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s] Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.44it/s] Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.66it/s] Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.62it/s]
Using a slow image processor as `use_fast` is unset and a slow processor was saved with this model. `use_fast=True` will be the default behavior in v4.52, even if the model was saved with a slow processor. This will result in minor differences in outputs. You'll still be able to use a slow processor with `use_fast=False`.
[prompt11] Example 1541: label=helicopter, prediction=Helicopter. [✓ CORRECT]
[prompt11] Example 1542: label=helicopter, prediction=Helicopter. [✓ CORRECT]
[prompt11] Example 1543: label=helicopter, prediction=Helicopter. [✓ CORRECT]
[prompt11] Example 1544: label=helicopter, prediction=Helicopter on fire. [✓ CORRECT]
[prompt11] Example 1545: label=helicopter, prediction=Helicopter. [✓ CORRECT]
[prompt11] Example 1546: label=helicopter, prediction=Helicopter sculpture. [✓ CORRECT]
[prompt11] Example 1547: label=helicopter, prediction=Helicopter. [✓ CORRECT]
[prompt11] Example 1548: label=helicopter, prediction=Helicopter. [✓ CORRECT]
[prompt11] Example 1549: label=ibis, prediction=Bird [✗ WRONG]
[prompt11] Example 1550: label=ibis, prediction=Bird. [✗ WRONG]
[prompt11] Example 1551: label=ibis, prediction=White bird. [✗ WRONG]
[prompt11] Example 1552: label=ibis, prediction=Bird, Scarlet ibis, Red ibis. [✓ CORRECT]
[prompt11] Example 1553: label=ibis, prediction=White ibis. [✓ CORRECT]
[prompt11] Example 1554: label=ibis, prediction=Bird, white, black, green. [✗ WRONG]
[prompt11] Example 1555: label=ibis, prediction=Bird on beach. [✗ WRONG]
[prompt11] Example 1556: label=ibis, prediction=Bird, white, red beak. [✗ WRONG]
[prompt11] Example 1557: label=ibis, prediction=Bird, prehistoric, extinct. [✗ WRONG]
[prompt11] Example 1558: label=ibis, prediction=Bird, white, black. [✗ WRONG]
[prompt11] Example 1559: label=ibis, prediction=Bird, white, black. [✗ WRONG]
[prompt11] Example 1560: label=ibis, prediction=Bird, white, long beak. [✗ WRONG]
[prompt11] Example 1561: label=ibis, prediction=Bird on beach. [✗ WRONG]
[prompt11] Example 1562: label=ibis, prediction=Bird, pink, long beak. [✗ WRONG]
[prompt11] Example 1563: label=ibis, prediction=White ibis. [✓ CORRECT]
[prompt11] Example 1564: label=ibis, prediction=Bird, white, black. [✗ WRONG]
[prompt11] Example 1565: label=ibis, prediction=Birds, red, nature. [✗ WRONG]
[prompt11] Example 1566: label=ibis, prediction=Bird, wading bird, stork. [✗ WRONG]
[prompt11] Example 1567: label=ibis, prediction=Bird. [✗ WRONG]
[prompt11] Example 1568: label=ibis, prediction=Bird. [✗ WRONG]
[prompt11] Example 1569: label=ibis, prediction=Bird in marsh. [✗ WRONG]
[prompt11] Example 1570: label=ibis, prediction=Bird, black, long beak. [✗ WRONG]
[prompt11] Example 1571: label=ibis, prediction=Bird. [✗ WRONG]
[prompt11] Example 1572: label=ibis, prediction=Bird, wading bird, ibis. [✓ CORRECT]
[prompt11] Example 1573: label=inline_skate, prediction=Roller skate [✗ WRONG]
[prompt11] Example 1574: label=inline_skate, prediction=Roller skate. [✗ WRONG]
[prompt11] Example 1575: label=inline_skate, prediction=Roller skates. [✗ WRONG]
[prompt11] Example 1576: label=inline_skate, prediction=Roller skates. [✗ WRONG]
[prompt11] Example 1577: label=inline_skate, prediction=Roller skates. [✗ WRONG]
[prompt11] Example 1578: label=inline_skate, prediction=Skate shoes. [✗ WRONG]
[prompt11] Example 1579: label=inline_skate, prediction=Skate boots. [✗ WRONG]
[prompt11] Example 1580: label=inline_skate, prediction=Skateboard wheels. [✗ WRONG]
[prompt11] Example 1581: label=inline_skate, prediction=Roller skates. [✗ WRONG]
[prompt11] Example 1582: label=joshua_tree, prediction=Joshua tree. [✓ CORRECT]
[prompt11] Example 1583: label=joshua_tree, prediction=Tree [✗ WRONG]
[prompt11] Example 1584: label=joshua_tree, prediction=Desert landscape. [✗ WRONG]
[prompt11] Example 1585: label=joshua_tree, prediction=Cactus silhouette. [✗ WRONG]
[prompt11] Example 1586: label=joshua_tree, prediction=Joshua tree. [✓ CORRECT]
[prompt11] Example 1587: label=joshua_tree, prediction=Joshua tree. [✓ CORRECT]
[prompt11] Example 1588: label=joshua_tree, prediction=Joshua tree [✓ CORRECT]
[prompt11] Example 1589: label=joshua_tree, prediction=Cactus trees. [✗ WRONG]
[prompt11] Example 1590: label=joshua_tree, prediction=Joshua tree. [✓ CORRECT]
[prompt11] Example 1591: label=joshua_tree, prediction=Joshua tree. [✓ CORRECT]
[prompt11] Example 1592: label=joshua_tree, prediction=Desert landscape. [✗ WRONG]
[prompt11] Example 1593: label=joshua_tree, prediction=Sunset in desert [✗ WRONG]
[prompt11] Example 1594: label=joshua_tree, prediction=Joshua trees. [✗ WRONG]
[prompt11] Example 1595: label=joshua_tree, prediction=Cactus tree. [✗ WRONG]
[prompt11] Example 1596: label=joshua_tree, prediction=Joshua tree. [✓ CORRECT]
[prompt11] Example 1597: label=joshua_tree, prediction=Comet Hale-Bopp [✗ WRONG]
[prompt11] Example 1598: label=joshua_tree, prediction=Comet Hale-Bopp [✗ WRONG]
[prompt11] Example 1599: label=joshua_tree, prediction=Joshua tree. [✓ CORRECT]
[prompt11] Example 1600: label=joshua_tree, prediction=Tree [✗ WRONG]
[prompt11] Example 1601: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1602: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1603: label=kangaroo, prediction=Kangaroo figurine. [✓ CORRECT]
[prompt11] Example 1604: label=kangaroo, prediction=Kangaroo pair. [✓ CORRECT]
[prompt11] Example 1605: label=kangaroo, prediction=Kangaroo [✓ CORRECT]
[prompt11] Example 1606: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1607: label=kangaroo, prediction=Kangaroo toy. [✓ CORRECT]
[prompt11] Example 1608: label=kangaroo, prediction=Kangaroo [✓ CORRECT]
[prompt11] Example 1609: label=kangaroo, prediction=Kangaroo illustration. [✓ CORRECT]
[prompt11] Example 1610: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1611: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1612: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1613: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1614: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1615: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1616: label=kangaroo, prediction=Kangaroos. [✗ WRONG]
[prompt11] Example 1617: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1618: label=kangaroo, prediction=Kangaroo standing. [✓ CORRECT]
[prompt11] Example 1619: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1620: label=kangaroo, prediction=Kangaroo with joey. [✓ CORRECT]
[prompt11] Example 1621: label=kangaroo, prediction=Kangaroo [✓ CORRECT]
[prompt11] Example 1622: label=kangaroo, prediction=Kangaroo [✓ CORRECT]
[prompt11] Example 1623: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1624: label=kangaroo, prediction=Kangaroo [✓ CORRECT]
[prompt11] Example 1625: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1626: label=kangaroo, prediction=Kangaroo. [✓ CORRECT]
[prompt11] Example 1627: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1628: label=ketch, prediction=Sailboat illustration. [✗ WRONG]
[prompt11] Example 1629: label=ketch, prediction=Sailboat on water. [✗ WRONG]
[prompt11] Example 1630: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1631: label=ketch, prediction=Sailboat in ocean. [✗ WRONG]
[prompt11] Example 1632: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1633: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1634: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1635: label=ketch, prediction=Sailboat on water. [✗ WRONG]
[prompt11] Example 1636: label=ketch, prediction=Sailboat on water. [✗ WRONG]
[prompt11] Example 1637: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1638: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1639: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1640: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1641: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1642: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1643: label=ketch, prediction=Sailboat in water. [✗ WRONG]
[prompt11] Example 1644: label=ketch, prediction=Sailboat on beach. [✗ WRONG]
[prompt11] Example 1645: label=ketch, prediction=Sailboat on water. [✗ WRONG]
[prompt11] Example 1646: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1647: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1648: label=ketch, prediction=Sailboat on water. [✗ WRONG]
[prompt11] Example 1649: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1650: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1651: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1652: label=ketch, prediction=Sailboat on water. [✗ WRONG]
[prompt11] Example 1653: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1654: label=ketch, prediction=sailboat [✗ WRONG]
[prompt11] Example 1655: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1656: label=ketch, prediction=Sailing ship. [✗ WRONG]
[prompt11] Example 1657: label=ketch, prediction=Sailboat on water. [✗ WRONG]
[prompt11] Example 1658: label=ketch, prediction=Sailing ship. [✗ WRONG]
[prompt11] Example 1659: label=ketch, prediction=Sailboat on water. [✗ WRONG]
[prompt11] Example 1660: label=ketch, prediction=Sailboat. [✗ WRONG]
[prompt11] Example 1661: label=lamp, prediction=Lamp. [✓ CORRECT]
[prompt11] Example 1662: label=lamp, prediction=Table lamp. [✓ CORRECT]
[prompt11] Example 1663: label=lamp, prediction=Lamp. [✓ CORRECT]
[prompt11] Example 1664: label=lamp, prediction=Table lamp. [✓ CORRECT]
[prompt11] Example 1665: label=lamp, prediction=Lamp. [✓ CORRECT]
[prompt11] Example 1666: label=lamp, prediction=Lamp with stained glass shade. [✓ CORRECT]
[prompt11] Example 1667: label=lamp, prediction=Lamp. [✓ CORRECT]
[prompt11] Example 1668: label=lamp, prediction=lamp [✓ CORRECT]
[prompt11] Example 1669: label=lamp, prediction=cats under lamp [✓ CORRECT]
[prompt11] Example 1670: label=lamp, prediction=Lamp [✓ CORRECT]
[prompt11] Example 1671: label=lamp, prediction=lamp [✓ CORRECT]
[prompt11] Example 1672: label=lamp, prediction=Lamp with flowers. [✓ CORRECT]
[prompt11] Example 1673: label=lamp, prediction=Lamp. [✓ CORRECT]
[prompt11] Example 1674: label=lamp, prediction=Table lamp. [✓ CORRECT]
[prompt11] Example 1675: label=lamp, prediction=Lamp with black shade. [✓ CORRECT]
[prompt11] Example 1676: label=lamp, prediction=Lamp with figurine base. [✓ CORRECT]
[prompt11] Example 1677: label=lamp, prediction=Trinket box. [✗ WRONG]
[prompt11] Example 1678: label=lamp, prediction=Lamp with lampshade. [✓ CORRECT]
[prompt11] Example 1679: label=lamp, prediction=Lamp with horse base. [✓ CORRECT]
[prompt11] Example 1680: label=laptop, prediction=laptop [✓ CORRECT]
[prompt11] Example 1681: label=laptop, prediction=laptop [✓ CORRECT]
[prompt11] Example 1682: label=laptop, prediction=Laptop with Windows 98. [✓ CORRECT]
[prompt11] Example 1683: label=laptop, prediction=Laptop on desk. [✓ CORRECT]
[prompt11] Example 1684: label=laptop, prediction=Laptop with software. [✓ CORRECT]
[prompt11] Example 1685: label=laptop, prediction=Laptop computer. [✓ CORRECT]
[prompt11] Example 1686: label=laptop, prediction=Laptop case [✓ CORRECT]
[prompt11] Example 1687: label=laptop, prediction=Laptop computer. [✓ CORRECT]
[prompt11] Example 1688: label=laptop, prediction=Computer with barcode scanner. [✗ WRONG]
[prompt11] Example 1689: label=laptop, prediction=Laptop computer. [✓ CORRECT]
[prompt11] Example 1690: label=laptop, prediction=Laptop computer. [✓ CORRECT]
[prompt11] Example 1691: label=laptop, prediction=laptop [✓ CORRECT]
[prompt11] Example 1692: label=laptop, prediction=Laptop and mouse. [✓ CORRECT]
[prompt11] Example 1693: label=laptop, prediction=laptop [✓ CORRECT]
[prompt11] Example 1694: label=laptop, prediction=Computer screen. [✗ WRONG]
[prompt11] Example 1695: label=laptop, prediction=Laptop with webcam. [✓ CORRECT]
[prompt11] Example 1696: label=laptop, prediction=Computer [✗ WRONG]
[prompt11] Example 1697: label=laptop, prediction=Laptop computer. [✓ CORRECT]
[prompt11] Example 1698: label=laptop, prediction=Laptop computer. [✓ CORRECT]
[prompt11] Example 1699: label=laptop, prediction=Laptop computer. [✓ CORRECT]
[prompt11] Example 1700: label=laptop, prediction=Bilingual laptop [✓ CORRECT]
[prompt11] Example 1701: label=laptop, prediction=laptop [✓ CORRECT]
[prompt11] Example 1702: label=laptop, prediction=Computer. [✗ WRONG]
[prompt11] Example 1703: label=laptop, prediction=Laptop RAM upgrades. [✓ CORRECT]
[prompt11] Example 1704: label=laptop, prediction=Computer mouse. [✗ WRONG]
[prompt11] Example 1705: label=llama, prediction=Alpaca [✗ WRONG]
[prompt11] Example 1706: label=llama, prediction=Alpaca. [✗ WRONG]
[prompt11] Example 1707: label=llama, prediction=Llama. [✓ CORRECT]
[prompt11] Example 1708: label=llama, prediction=Llama in water. [✓ CORRECT]
[prompt11] Example 1709: label=llama, prediction=Llama with blanket. [✓ CORRECT]
[prompt11] Example 1710: label=llama, prediction=Llama. [✓ CORRECT]
[prompt11] Example 1711: label=llama, prediction=Sheep. [✗ WRONG]
[prompt11] Example 1712: label=llama, prediction=Llama with saddle. [✓ CORRECT]
[prompt11] Example 1713: label=llama, prediction=Alpaca [✗ WRONG]
[prompt11] Example 1714: label=llama, prediction=Llama. [✓ CORRECT]
[prompt11] Example 1715: label=llama, prediction=Llama. [✓ CORRECT]
[prompt11] Example 1716: label=llama, prediction=Guanaco. [✗ WRONG]
[prompt11] Example 1717: label=llama, prediction=Llama standing on rock. [✓ CORRECT]
[prompt11] Example 1718: label=llama, prediction=Guanaco. [✗ WRONG]
[prompt11] Example 1719: label=llama, prediction=Alpaca [✗ WRONG]
[prompt11] Example 1720: label=llama, prediction=Guanaco. [✗ WRONG]
[prompt11] Example 1721: label=llama, prediction=llama [✓ CORRECT]
[prompt11] Example 1722: label=llama, prediction=Alpaca and baby. [✗ WRONG]
[prompt11] Example 1723: label=llama, prediction=Llama. [✓ CORRECT]
[prompt11] Example 1724: label=llama, prediction=Alpaca [✗ WRONG]
[prompt11] Example 1725: label=llama, prediction=Camel. [✗ WRONG]
[prompt11] Example 1726: label=llama, prediction=Llama with backpack. [✓ CORRECT]
[prompt11] Example 1727: label=llama, prediction=Anteater. [✗ WRONG]
[prompt11] Example 1728: label=lobster, prediction=Crab. [✗ WRONG]
[prompt11] Example 1729: label=lobster, prediction=lobster [✓ CORRECT]
[prompt11] Example 1730: label=lobster, prediction=Lobster tail [✓ CORRECT]
[prompt11] Example 1731: label=lobster, prediction=Seafood platter [✗ WRONG]
[prompt11] Example 1732: label=lobster, prediction=Red lobster toy. [✓ CORRECT]
[prompt11] Example 1733: label=lobster, prediction=Lobster and seafood. [✓ CORRECT]
[prompt11] Example 1734: label=lobster, prediction=Insect model. [✗ WRONG]
[prompt11] Example 1735: label=lobster, prediction=Poster for boxing event. [✗ WRONG]
[prompt11] Example 1736: label=lobster, prediction=Insect, beetle, roly poly. [✗ WRONG]
[prompt11] Example 1737: label=lobster, prediction=Scorpion. [✗ WRONG]
[prompt11] Example 1738: label=lobster, prediction=Lobster illustration. [✓ CORRECT]
[prompt11] Example 1739: label=lobster, prediction=Lobster salad. [✓ CORRECT]
[prompt11] Example 1740: label=lobster, prediction=Lobster. [✓ CORRECT]
[prompt11] Example 1741: label=lotus, prediction=Water lily. [✗ WRONG]
[prompt11] Example 1742: label=lotus, prediction=Lotus flower. [✓ CORRECT]
[prompt11] Example 1743: label=lotus, prediction=Lotus flower. [✓ CORRECT]
[prompt11] Example 1744: label=lotus, prediction=Lotus flower. [✓ CORRECT]
[prompt11] Example 1745: label=lotus, prediction=Flower bud. [✗ WRONG]
[prompt11] Example 1746: label=lotus, prediction=Lotus flower. [✓ CORRECT]
[prompt11] Example 1747: label=lotus, prediction=Lotus flower. [✓ CORRECT]
[prompt11] Example 1748: label=lotus, prediction=Lotus flower. [✓ CORRECT]
[prompt11] Example 1749: label=lotus, prediction=White flower. [✗ WRONG]
[prompt11] Example 1750: label=lotus, prediction=Embroidered flower. [✗ WRONG]
[prompt11] Example 1751: label=lotus, prediction=Lotus flower. [✓ CORRECT]
[prompt11] Example 1752: label=lotus, prediction=Lotus flower painting. [✓ CORRECT]
[prompt11] Example 1753: label=lotus, prediction=Lotus flower. [✓ CORRECT]
[prompt11] Example 1754: label=lotus, prediction=Blue flower. [✗ WRONG]
[prompt11] Example 1755: label=lotus, prediction=Lotus flower. [✓ CORRECT]
[prompt11] Example 1756: label=lotus, prediction=Sorry card with flower. [✗ WRONG]
[prompt11] Example 1757: label=lotus, prediction=Lotus flower. [✓ CORRECT]
[prompt11] Example 1758: label=lotus, prediction=Water lily flower. [✗ WRONG]
[prompt11] Example 1759: label=lotus, prediction=Water lily flower. [✗ WRONG]
[prompt11] Example 1760: label=lotus, prediction=Pink flower. [✗ WRONG]
[prompt11] Example 1761: label=mandolin, prediction=Lute [✗ WRONG]
[prompt11] Example 1762: label=mandolin, prediction=Resonator guitar. [✗ WRONG]
[prompt11] Example 1763: label=mandolin, prediction=Musical instrument. [✗ WRONG]
[prompt11] Example 1764: label=mandolin, prediction=Mandolin. [✓ CORRECT]
[prompt11] Example 1765: label=mandolin, prediction=Mandolin. [✓ CORRECT]
[prompt11] Example 1766: label=mandolin, prediction=Toothbrush. [✗ WRONG]
[prompt11] Example 1767: label=mandolin, prediction=Mandolin. [✓ CORRECT]
[prompt11] Example 1768: label=mandolin, prediction=Musical instrument [✗ WRONG]
[prompt11] Example 1769: label=mandolin, prediction=Lute [✗ WRONG]
[prompt11] Example 1770: label=mandolin, prediction=Umbrella mandolin. [✓ CORRECT]
[prompt11] Example 1771: label=mandolin, prediction=Guitar [✗ WRONG]
[prompt11] Example 1772: label=mandolin, prediction=mandolin [✓ CORRECT]
[prompt11] Example 1773: label=mayfly, prediction=Insect, mayfly, aquatic. [✓ CORRECT]
[prompt11] Example 1774: label=mayfly, prediction=Water flea. [✗ WRONG]
[prompt11] Example 1775: label=mayfly, prediction=Flying insect. [✗ WRONG]
[prompt11] Example 1776: label=mayfly, prediction=Sand dune. [✗ WRONG]
[prompt11] Example 1777: label=mayfly, prediction=Insect, possibly a lacewing. [✗ WRONG]
[prompt11] Example 1778: label=mayfly, prediction=Insect, mayfly, dragonfly. [✓ CORRECT]
[prompt11] Example 1779: label=mayfly, prediction=Mayfly. [✓ CORRECT]
[prompt11] Example 1780: label=mayfly, prediction=Dragonfly. [✗ WRONG]
[prompt11] Example 1781: label=mayfly, prediction=Fly fishing lure [✗ WRONG]
[prompt11] Example 1782: label=mayfly, prediction=Insect drawing. [✗ WRONG]
[prompt11] Example 1783: label=mayfly, prediction=Dragonfly nymph. [✗ WRONG]
[prompt11] Example 1784: label=mayfly, prediction=Insect larva. [✗ WRONG]
[prompt11] Example 1785: label=menorah, prediction=Menorah. [✓ CORRECT]
[prompt11] Example 1786: label=menorah, prediction=Menorah candle holder. [✓ CORRECT]
[prompt11] Example 1787: label=menorah, prediction=Candlestick, menorah, candelabrum. [✓ CORRECT]
[prompt11] Example 1788: label=menorah, prediction=Candle holder. [✗ WRONG]
[prompt11] Example 1789: label=menorah, prediction=Menorah candle holder. [✓ CORRECT]
[prompt11] Example 1790: label=menorah, prediction=Candle holder. [✗ WRONG]
[prompt11] Example 1791: label=menorah, prediction=Candle holder. [✗ WRONG]
[prompt11] Example 1792: label=menorah, prediction=Candlestick holder. [✗ WRONG]
[prompt11] Example 1793: label=menorah, prediction=Candle holder. [✗ WRONG]
